tweet,hashtags
"@NokiamobileIN I want my Nokia 6.1 Plus charging port to be replaced under warranty without having to wait, please help karo. Never bothered to have a backup phone cause it is Nokia. Too much faith on it's indestructibility, but backfired this one time.",
Nokia 6.1 Plus Price in Pakistan ,
Nokia 6.1 plus,
"A partire da oggi, Nokia 7 Plus, Nokia 6.1, Nokia 6.1 Plus, Nokia 7.1, Nokia 9 PureView e Nokia 8.1 sono tutti aggiornati ad #Android10 https://tre.li/31nJBe2",#Android10
"Massive discounts: Buy Nokia 7.2 4GB/6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus in India for lowest prices ever https://nokiapoweruser.com/massive-discounts-buy-nokia-7-2-4gb-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-in-india-for-lowest-prices-ever/",
"Massive discounts: Buy Nokia 7.2 4GB/6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus in India for lowest prices ever https://nokiapoweruser.com/massive-discounts-buy-nokia-7-2-4gb-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-in-india-for-lowest-prices-ever/",
"Massive discounts: Buy Nokia 7.2 4GB/6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus in India for lowest prices ever https://nokiapoweruser.com/massive-discounts-buy-nokia-7-2-4gb-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-in-india-for-lowest-prices-ever/",
Just noticed WiFi calling on #Nokia 6.1 Plus,#Nokia
Nokia 6.1 Plus : The immersive viewing experience Check out: https://www.dukakeen.com/products/nokia-6-1-plus-64gb-4gb-white #NokiaSmartphonesInBahrain #BuyNokiaMobilesInBahrain #BudgetSmartphonesInBahrain,#NokiaSmartphonesInBahrain #BuyNokiaMobilesInBahrain #BudgetSmartphonesInBahrain
"@AndroidDev Ever since the Android 10 update has come to my Nokia 6.1 Plus, since Instagram is crashing .. please try and fix it",
"@AndroidAuth Ever since the Android 10 update has come to my Nokia 6.1 Plus, since Instagram is crashing .. please try and fix it",
"Ever since the Android 10 update has come to my Nokia 6.1 Plus, since Instagram is crashing .. please try and fix it",
"@NokiaMobile Ever since the Android 10 update has come to my Nokia 6.1 Plus, since Instagram is crashing .. please try and fix it",
"Ever since the Android 10 update has come to my Nokia 6.1 Plus, since Instagram is crashing .. please try and fix it",
"@NokiamobileIN Ever since the Android 10 update has come to my Nokia 6.1 Plus, since Instagram is crashing .. please try and fix it..",
"Nokia 6.1 Plus specs: Screen: 5.8"" IPS LCD, Resolution: 1080 x 2280 px SIM: Dual SIM, Dual Stand-by Memory: 4GB RAM, 64GB ROM Chipset: Qualcom Snapdragon 636, Octa-Core Camera: 16MP+5MP 16MP Selfie, Screen Flash Battery: 3060mah Android 8.0 1 Year Warranty Contact-0721894565 ",
Nokia 6.1 Plus Android 10 Update || Bugs &amp; New Security Features improvement Review ,
Nokia 6.1 plus screen,
Shot on Nokia 6.1 plus no edit ,
#Nokia @nokia @NokiaMobile @NokiaMobile @NokiamobileIN nokia 6.1 plus kachra phone. Fudu banya loka da. I need refund for this kachra nokia phone.,#Nokia
@nokianesia @NokiaMobile Good morning!! Shot on Nokia 6.1 Plus ,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus ,
@NokiaMobile captured with Nokia 6.1 plus. ,
@NokiaMobile Shot on nokia 6.1 plus ,
@NokiaMobile @sarvikas Nokia 6.1 plus don't provide WI FI calling. How to enable it on Nokia 6.1 plus device?,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
@NokiaMobile A fingerprint sensor is bound to unlock the lock and nokia 6.1 plus is locking the phone every time every time i touch immediately after the screen gets off after the android 10 update,
nitip kalo ada Nokia 6.1 plus nya ,
Nokia ‘Captain America’ could be the super soldier HMD needs in 2020 The supposed Nokia 5.2 could be a big step above the likes of the Nokia 6.1 Plus in some areas. Nokia brand licensee HMD Global has already announced an event in Barcelona as part of … https://ift.tt/2toWlVj,
Nokia 6.1 Plus (X6) 4G 64GB Mobile Phone Bundle Unlocked SECONDS A WARRANTY - https://buyaussiestuff.com/nokia-6-1-plus-x6-4g-64gb-mobile-phone-bundle-unlocked-seconds-a-warranty/,
Alcheringa 2020 IIT Guwahati Shot on Nokia 6.1 Plus #NokiaMobile #Nokia @NokiamobileIN @nokia @Nokiapoweruser,#NokiaMobile #Nokia
"I have observed following thing: If I login with other Gmail account which had Google Ambient Mode enabled to my Nokia 6.1 Plus, Google ambient mode is available on my device but when I login with my regular Gmail account, Ambient Mode gets disappeared. Guide Me. #AndroidHelp",#AndroidHelp
"I have observed following thing: If I login with other Gmail account which had Google Ambient Mode enabled to my Nokia 6.1 Plus, Google ambient mode is available on my device but when I login with my regular Gmail account, Ambient Mode gets disappeared. Guide Me. #AndroidHelp",#AndroidHelp
@NokiaMobile @NokiamobileIN i am using nokia 6.1 plus bought in 4th January 2020. And found microphone issue twice after the 10 days. I asked for replacement but rejected due to out of policy. Your authorized service dealer @servifyin did the service. But no solution. What todo?,
"Nokia 6.1 Plus, Nokia 4.2 Nokia 7.1 Nokia 6.2 और Nokia 7.2 स्मार्टफोन पर मिल रही हैं शानदार डील्स ",
Honor good option bro.. also consider Nokia 6.1 plus.. low SAR value will help,
Very disappointed by hmd global Nokia brand my Nokia 6.1 plus 3 class service ,
 BEST ANDROID LAUNCHER FOR NOKIA 6.1 PLUS | ANDROID 10 | HINDI | ,
Nokia should have done a free replacement offer for their faulty charging port issue. Only the charging port at least. I too had this issue with my Nokia 5.1 Plus. Nokia 6.1 Plus is still working fine.,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Nokiaはいいぞ Plusじゃない方の6.1使ってたけど水没で死んじゃいました #おめでとうございます,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
"@sarvikas @NokiaMobile @NokiamobileIN I have observed: If I login with other Gmail account which had Google Ambient Mode enabled to my Nokia 6.1 Plus, Google ambient mode is available on my device but when I login with my regular Gmail account, it gets disappeared. Guide Me. ",
"Massive discounts: Buy Nokia 7.2 4GB/6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus in India for lowest prices ever - Nokiapoweruser ",
"Massive discounts: Buy Nokia 7.2 4GB/6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus in India for lowest prices ever https://nokiapoweruser.com/massive-discounts-buy-nokia-7-2-4gb-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-in-india-for-lowest-prices-ever/",
"Massive discounts: Buy Nokia 7.2 4GB/6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus in India for lowest prices ever https://nokiapoweruser.com/massive-discounts-buy-nokia-7-2-4gb-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-in-india-for-lowest-prices-ever/",
"Massive discounts: Buy Nokia 7.2 4GB/6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus in India for lowest prices ever https://nokiapoweruser.com/massive-discounts-buy-nokia-7-2-4gb-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-in-india-for-lowest-prices-ever/",
sada...nokia 6.1 plus... #AsimForTheWin,#AsimForTheWin
Here's my Nokia 6.1 Plus ,
In nokia 6.1 plus alot of bugs after update please fix it,
Dear i have nokia 6.1 plus. And it has alot of bugs after android 10 update,
Nokia 6.1 Plusやで,
Nokia 6.1 Plus着弾！ Android one！！！！ ,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
"#androidhelp Dear google, I own Nokia's 6.1 plus and have updated my android version to 10 recently. I have noticed some bugs. My sim card often goes unavailable and this has started happening only after I updated to Android 10. Rebooting solves the problem for some time. Help!",#androidhelp
"5.2inch with decent cam and Snapdragon 636 and above will definitely buy it. Already using nokia 6.1 Plus love the phone performance without any lag can play Mobile legends, COD Mobile. but it lagged 4-5 times in last 1 year and lose charging port so will upgrade to newer nokia",
Nokia 6.1 Plus(64 GB) https://gadgetfact.com/nokia-6-1-plus64-gb-2-3396.html,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Which phone brand are you currently using? Mine - NOKIA 6.1 PLUS Comment me guys with using #AsimForTheWin,#AsimForTheWin
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Google Camera 7.0.009 for Nokia 6.1 Plus Android 10 with Config https://romprovider.com/2020/02/google-camera-7-0-009-nokia-6-1-plus-android-10-config/ via @ROM-Provider,
buat nokia ada gak? Nokia 6.1 plus tapi mau punya Harry,
@NokiamobileIN @nokia @NokiaMobile very slow performance observed in my Nokia 6.1 plus after update to Android 10. Is it possible to revert changes and go back to Android 9?,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
"Check out Nokia 6.1 Plus (Black, 6GB RAM, 64GB Storage) https://amzn.to/2uctV0W via @",
[Top Price list : 01/02/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"I have observed following thing: If I login with other Gmail account which had Google Ambient Mode enabled to my Nokia 6.1 Plus, Google ambient mode is available on my device but when I login with my regular Gmail account, Ambient Mode gets disappeared. Guide Me. #AndroidHelp",#AndroidHelp
"I have observed following thing: If I login with other Gmail account which had Google Ambient Mode enabled to my Nokia 6.1 Plus, Google ambient mode is available on my device but when I login with my regular Gmail account, Ambient Mode gets disappeared. Guide Me. #AndroidHelp",#AndroidHelp
"Haiii...i m using nokia 6.1 plus.I m facing a problem after updating new update i found that phone is very slow, hanging problem and in contact search i m not able to search miscellaneous name....@NokiaMobile",
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://buff.ly/37MTJzw,
Nokia 6.1 plus le rha h b ,
[Price Update : 01/02/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
" Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus | Alta Densidad enero 31, 2020 Nokia introdujo la actualización de Android 10 para dos de sus dispositivos, los Nokia 7 Plus y Nokia 6.1 Plus a principios de enero. De hecho, la… https://ift.tt/36LAvca",
" Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus | Alta Densidad enero 31, 2020 Nokia introdujo la actualización de Android 10 para dos de sus dispositivos, los Nokia 7 Plus y Nokia 6.1 Plus a principios de enero. De hecho, la… https://ift.tt/2OgqtZY",
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus ,
Actualización de Android 10 provoca fallas en los Nokia 7 Plus y 6.1 Plus https://altadensidad.com/actualizacion-de-android-10-provoca-fallas-en-los-nokia-7-plus-y-6-1-plus/,
Nokia 6.1 plus gets January security patch update of 16MB ,
Jan security patch for Nokia 6.1 Plus @Nokiapoweruser @NokiamobBlog @NokiaMobile,
Nokia 6.1 Plus - Get Jan 2020 Monthly Security Update - Android 10 - ,
Nokia 7 Plus &amp; Nokia 6.1 Plus Android 10 update triggered crackling sound bug not fixed in January patch http://dlvr.it/RP5x08,
@Nokiapoweruser Nokia 6.1 plus getting January security patch update.. ,
Vision Armor Case Nokia 6.1 Plus LIHAT MODEL LAIN -NYA #logaypektaynokia6dot1plus Info / Order / Deskripsi Produk : ========================= Whatsapp - 085721351090 LINE 1 -… https://www.instagram.com/p/B7-Xe7rF1WQ/?igshid=14qhuxl77kqpp,#logaypektaynokia6dot1plus
"@NokiamobileIN Hi Nokia, is there an authorised service center in #Chennai ? My 6.1 Plus is having battery issues.",#Chennai
"Day6, disain no 8, nokia 6.1 plus (x6). Tapi case nokia seringan ga ada ",
[Top Price list : 31/01/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
(update) unofficial twrp 3.3.1 Nokia 6.1 Plus (DRG) For Android 10/Q https://unofficialtwrp.com/nokia-6-1-plus-twrp-3-3-1-drg/ via @twrp unofficial,
Nokia 6.1 plus I've tried all ports and Versions from different modders even xml files it still doesn't work after the Android 10 update,
By Nokia 6.1 Plus Best Phone of my life...,
Nokia 6.1 Plus order karna hai... where to buy now??,
No.. its stock camera of nokia 6.1 plus,
Security Patch Januari 2020 buat Nokia 6.1 Plus! Smartphone Gadgeteers udah dapet security patch paling baru di bulan apa? Coba dong di-share ,
"Nokia 6.1, 7 Plus, 9 PureView en LG V40 ThinQ krijgen beveiligingsupdate januari 2020 - https://www.droidapp.nl/nieuws/nokia-6-1-7-plus-9-pureview-lg-v40-thinq-beveiligingsupdate-januari-2020/ #DroidApp",#DroidApp
@NokiaMobile Users of Nokia 6.1 Plus and other models have been left alone by Nokia with regard to the issue of the faulty USB charging port that get broken so easily. No new stronger hardware port has been designed. Disappointing.,
"Nokia 6.1, 7 Plus, 9 PureView en LG V40 ThinQ krijgen beveiligingsupdate januari 2020 https://www.droidapp.nl/nieuws/nokia-6-1-7-plus-9-pureview-lg-v40-thinq-beveiligingsupdate-januari-2020/",
my nokia 6.1 plus second mic is not working.,
"@NokiaMobile @NokiamobileIN @sarvikas Please, Direct for Google Ambient Mode Activation on Nokia 6.1 Plus. Some users have got it but I have not got it activated. #Google #Ambient #Mode @Android @Google @GoogleIndia",#Google #Ambient #Mode
Silahkan diunduh untuk Nokia 6.1 plus @nokianesia,
@nokianesia ada update patch untuk Nokia 6.1 plus nih min ,
"Nokia 3.1, 6.1, 6.1 Plus et 7.1 : déploiement en cours de la mise à jour de sécurité Android de Janvier 2020 ",
Nokia 6.1 plus security patch update all more ,
@NokiaMobile In Nokia 6.1 plus after android 10 update the gaming sound is not clear specially in pubg and in whatsapp the voice message is not clear sound plz note about this.........I'm facing this issue plz help ,
"Nokians : Nokia 3.1, 6.1, 6.1 Plus et 7.1 : déploiement en cours de la mise à jour de sécurité Android de Janvier 2020 #HMD",#HMD
[Price Update : 30/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
@TheShroffster In Nokia 6.1 plus after android 10 update the gaming sound is not clear specially in pubg and in whatsapp the voice message is not clear sound plz note about this.........I'm facing this issue plz help ,
@sarvikas In Nokia 6.1 plus after android 10 update the gaming sound is not clear specially in pubg and in whatsapp the voice message is not clear sound plz note about this.........I'm facing this issue plz help ,
In Nokia 6.1 plus after android 10 update the gaming sound is not clear specially in pubg and in whatsapp the voice message is not clear sound plz note about this.........I'm facing this issue plz help ,
Nokia 7 Plus &amp; 6.1 users also receiving January 2020 security update ,
"Android 10 Finally Rolling Out to Nokia 6.1, 6.1 Plus, 7 Plus in India HMD ",
Nokia 6.1 Plus users getting January 2020 security patch update ,
[Price Update : 29/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
My Nokia 6.1 Plus updated to January 2020 security patch. I'm in Brazil.,
"@NokiaMobile just be any chance, when do you plan to allow unlock bootloader of nokia 6.1 plus??",
My Nokia 6.1 Plus updated to January 2020 security patch. I'm in Brazil.,
"Nokia 6.1, 6.1 Plus &amp; 7 Plus getting January Security update 2020 now https://nokiapoweruser.com/nokia-6-1-6-1-plus-7-plus-getting-january-security-update-2020-now/",
"Nokia 6.1, 6.1 Plus &amp; 7 Plus getting January Security update 2020 now https://nokiapoweruser.com/nokia-6-1-6-1-plus-7-plus-getting-january-security-update-2020-now/",
"Nokia 6.1, 6.1 Plus &amp; 7 Plus getting January Security update 2020 now https://nokiapoweruser.com/nokia-6-1-6-1-plus-7-plus-getting-january-security-update-2020-now/",
"Nokia 7.1, Nokia 7 Plus, Nokia 6.1 e Nokia 3.1 ricevono le patch di sicurezza di Google di gennaio 2020 http://bit.ly/2tQKvDJ #NokiaMobile #Nokia #HMDglobal",#NokiaMobile #Nokia #HMDglobal
After updating to Android 10 call volume of Nokia 6.1 plus is so low that I am unable to hear anything.,
"Nokia 3.1, 6.1, 6.1 Plus, and 7.1 receiving January Security Update https://nokiamob.net/2020/01/29/nokia-3-1-6-1-6-1-plus-and-7-1-receiving-january-security-update/",
@NokiaIndonesia Nokia 6.1 plus january security patch update already available. ,
"I've received the Android 10 update for my Nokia 6.1 Plus. After downloading the update, I clicked on the restart button to install the update, then the screen went black then it showed android one white screen, after that it showed the message below in the picture #AndroidHelp",#AndroidHelp
14. Fixing Nokia 6.1 Plus Charging Port Issue ,
January SP received on Nokia 6.1 Plus. @Nokiapoweruser @NokiaMobile @NokiaFanss @NokiamobileIN,
January Security patch for Nokia 6.1 plus @sarvikas @Nokiapoweruser @NokiamobileIN @NokiaMobile,
When January security update is coming for nokia 6.1 plus ?,
Nokia 6.1 Plus Security Update ,
"Dear Android Team, Can you confirm about feature of call recording and pause option while video making from camera why not given in android 10 version of Android one phone because I'm using nokia 6.1 plus and MiA1 but there is such is not available.",
When will Google ambient mode be available? I am on Android 10 on Nokia 6.1 Plus but I have not received ambient mode yet. How do you roll out Google ambient mode? #AndroidHelp,#AndroidHelp
@NokiaMobile When we will get an update of android 10 in Nokia 7.2 even nokia 6.1 plus get an update. Please do it fast add also add features like gesture mode and dark mode..,
@reliancejio please also provide wifi calling for nokia brand phone and @NokiamobileIN 6.1 plus also incude in it... Please its a humble request,
What was the model of your first cell phone? — Nokia 6.1 plus ,
@NokiamobileIN I'm using nokia 6.1 plus and after 10 update facing so much issue and safe mode is a huge problem because if I'm using my mobile is safe mode I'm not getting Mobile network in safe mode Battery drainage quickly So much app not opening And network and calling issue,
#AndroidHelp I am using nokia 6.1 plus and with every monthly update i lose my contacts which were added recently and multiple contacts with same name are present in my phone which i am not able club together. Kindly help in solving this issue in my phone.,#AndroidHelp
"#AndroidHelp hello Google,can you please let me know why Google default glance feature not working properly in #Android10 in @nokia 6.1 plus January update? Is this beautiful feature remove from 9.0 pie to 10? Or there has some bugs in #AndroidOne os? Thank you.",#AndroidHelp #Android10 #AndroidOne
@nokia I have nokia 6.1 plus and after 10 android upadte I'm facing so much issue and safe mode is a huge problem because if I'm using my mobile is safe mode I'm not getting Mobile network in safe mode Battery drainage quickly So much app not opening And network and calling issue,
@NokiaMobile hi guys witch is better? shor on Nokia 6.1 plus ,
"@JioCare @reliancejio I have Nokia 6.1 plus mobile and after the latest android update the jio4gvoice app otherwise known as jiocall app is not detecting my jiofi. And also while putting the jio sim into my mobile, it is also not working.. kindly help @JioCare",
Nokia 6.1 plus #JumiaAppPuzzle,#JumiaAppPuzzle
@sarvikas @NokiamobileIN @NokiaMobile why is that nokia phones really lack at hardware?? I'm using 1 year old 6.1 plus and it's giving just 3hrs screen in time. And phone is heating a lot even during casual use. Could you please bring big batteries in new models??,
[Top Price list : 28/01/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 28/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 28/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Dear @Flipkart team, I am trying to avail this camera from last 15 days. But it is always showing not available at your pincode. If it's discontinued by @NokiaMobile Then please take that model out of your list. Nokia 6.1 Plus (Black, 64 GB) ",
[Price Update : 28/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
@Android when will Google ambient mode be available? I am on Android 10 on Nokia 6.1 Plus but I have not received ambient mode yet. How do you roll out Google ambient mode? #AndroidHelp,#AndroidHelp
[Price Update : 28/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Am on #Android10 on a Nokia 6.1 Plus and for some reason some apps have a weird dark bar at the bottom , is this an issue with the Android OS or Specific App? And is there a solution to this because in some core Android Apps the bar isn't there #AndroidHelp",#Android10 #AndroidHelp
Charging % text bug on Android 10 on Nokia 6.1 Plus (X6) @NokiaMobile @NokiamobileIN @Android @Google,
What the hell is this . My brother bought Nokia 6.1 plus on Oct 2018 . On 24 Jan My brothers phone switch off suddenly and didn't on so we sent the phone to care and then the service man breaks the screen of the phone and they said that the mother board is totally damaged How? ,
What the hell is this . My brother bought Nokia 6.1 plus on Oct 2018 . On 24 Jan My brothers phone switch off suddenly and didn't on so we sent the phone to care and then the service man breaks the screen of the phone and they said that the mother board is totally damaged How? ,
" http://s.click.aliexpress.com/e/_sMfqm3 5% OFF Mokoemi Fashion Shock Proof Soft Silicone 5.8""For Nokia 6.1 Plus Case For Nokia X6 cell Phone Case Cover #AliExpress #Deals #Alibaba #Cover #Case #Phone #cell",#AliExpress #Deals #Alibaba #Cover #Case #Phone #cell
But india service quantity of nokia is pethetic 3 month display in nokia 6.1 plus got yellow patches service center denied to provide services bcoz there is scratches on ring and clam damage inside phone display yellow patch n there r looking ring thats is y people shift to other,
Already share imei : 353385096313406 jobsheet no 646504867/200127/004 nokia 6.1 plus email javedmusaib@gmail.com mumbai contact 7021842558 9664344454,
"1-10Pack SOINEED Nokia 6.1 Plus,X6 2018 FULL COVERAGE Tempered Glass Protector https://www.breakmyprice.com/1-10pack-soineed-nokia-6-1-plusx6-2018-full-coverage-tempered-glass-protector/?feed_id=112741&amp;_unique_id=5e2eb7d89f6c0",
@NokiamobileIN on 22 oct 2019 i bought nokia 6.1 plus display got yellow patch poor display quality went service center denied due to dent on ring that is y people shift to other brand due to such kind of service Today telecom parel ,
shot on nokia 6.1 plus @NokiaMobile @NokiamobileIN,
"Hey Nihal, we're sorry to hear that. We request you to visit the nearest Nokia Care here: http://nokiaphon.es/Care-Locator and get your Nokia 6.1 Plus checked.",
Hey when are you guys going to fix bugs of Android 10 in Nokia 6.1 plus and also the pro mode of the Stock camera doesn't work and its blur when i open pro mode.,
"Hi Nihal! If you're experiencing issues with your Nokia 6.1 Plus after the Android update, please head over to @NokiaMobile and let them know! As the home of Nokia phones, they should be able to assist you. Hope this helps! Have a great day!",
"Hi! Thanks for letting us know. If you're still experiencing issues with your Nokia 6.1 Plus, please head over to @NokiaMobile and let them know. As the home of Nokia phones, they have all the latest information about your device and should be able to help you! Have a great day!",
Shot by NOKIA 6.1 plus @nokia @NokiamobileIN @NokiamobileIN #nokia #photography #PhotoOfTheDay #nightphotography – at Ambedkar Park,#nokia #photography #PhotoOfTheDay #nightphotography
@NokiaMobile shot from my nokia 6.1 plus ,
[Price Update : 27/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 27/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Nokia 6.1 Plus Starts Receiving Android 10 Update With December Security Patch, Dark Mode, Shared By OnlineTechMedia http://bit.ly/39ZKcGL",
Prime Retail Kick Stand Cover Hard with Stand Back Cover for Nokia 6.1 Plus (Red) https://www.top3buys.in/prime-retail-kick-stand-cover-hard-with-stand-back-cover-for-nokia-6-1-plus-red/,
"@nokianesia GCam untuk Nokia 6.1 plus apa? Saya coba beberapa versi Stack di green screen, tidak ada hasil foto, . Mohon solusinya. Thank..",
[Price Update : 26/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Why was face unlock removed with Android 10 update on Nokia 6.1 plus and Mi a2 Don't know if the same happened on any other phones,
@NokiamobileIN why the face unlock has been removed after updation of Android 10 in nokia 6.1 plus?,
Shot on nokia 6.1 plus @NokiaFanss,
Shot on Nokia 6.1 Plus #ShotOnNokia #Blue @NokiaMobile @NokiamobileIN,#ShotOnNokia #Blue
[Price Update : 26/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"@reliancejio ,@JioCare @NokiaMobile @NokiamobileIN ,@Nokiapoweruser Who is responsible for wifi calling is not available in my nokia 6.1 plus with jio service provider?",
BACK CASE COVER NOKIA 6.1 PLUS ULTRA SLIM 0.3MM TRANSPARENT (Nokia X6 Back Cover) https://www.breakmyprice.com/back-case-cover-nokia-6-1-plus-ultra-slim-0-3mm-transparent-nokia-x6-back-cover/?feed_id=111061&amp;_unique_id=5e2d151915327,
@NokiaMobile @sarvikas after Android 10 update both in Nokia 8.1 and 6.1 plus there is 1 sound bug - you hear rattling/distorted sound while playing games and while using earphones. Already tried the methods suggested by Nokia support chat. Should we wait for the next update.,
[Top Price list : 26/01/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 26/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
I have upgrade my Nokia 6.1 plus to Androin 10 today,
I'm a little late to comment. No VoWifi calling in Nokia 6.1 Plus.,
Nokia 6.1 plus http://t1.re,
[Price Update : 25/01/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
@NokiamobileIN pls confirm when are we getting VoWiFi in nokia 6.1 plus ,
New post (How to Hard Reset Nokia 6.1 Plus) has been published on All Methods - Hard Reset - ,
"@NokiamobileIN when are we getting VoWiFi in nokia 6.1 plus , having @Airtel_Presence wifi at home.",
सरसों का फूल - Nature Beauty By Nokia 6.1 Plus @nokia @NokiaZeiss @NokiaIndia,
